key,B_Index,N_Index,Cl_Index,Conf_id,source_TS_G_hartree,base_log_exists,fallback_log_exists,log_file,log_exists,status,error_type,error,electronic_energy_hartree,gibbs_rrho_hartree,gibbs_qharm_hartree,gibbs_qrrho_hartree,gibbs_full_qrrho_hartree,rrho_g_corr_hartree,qharm_g_corr_hartree,temperature_K,frequency_cutoff_cm_1,n_real_frequencies,n_low_positive_frequencies,min_positive_frequency_cm_1,low_positive_frequencies_cm_1,elapsed_seconds
B_00388_LB_00333_Cl_00471,388,333,471,11,-1634.879039,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00333_Cl_00471_0011.log,True,ok,,,-1635.06420679,-1635.0034415366665,-1634.9994174105022,-1634.999916750069,-1635.0030815034067,0.06076525333348805,0.0647893794977575,298.15,100.0,56,6,20.6593,"[20.6593, 30.1861, 50.564, 61.4543, 76.9546, 91.1043]",0.07467860006727278
B_00388_LB_00366_Cl_00462,388,366,462,10,-1816.762607,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00366_Cl_00462_0010.log,True,ok,,,-1817.00248616,-1816.8615474525448,-1816.8565243878425,-1816.8573637757368,-1816.8607288294843,0.1409387074551654,0.14596177215746775,298.15,100.0,80,7,17.518,"[17.518, 23.0114, 43.1003, 51.5491, 62.5251, 84.5306, 99.0917]",0.06828999985009432
B_00388_LB_00384_Cl_00462,388,384,462,10,-1534.588158,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00384_Cl_00462_0010.log,True,ok,,,-1534.76769889,-1534.6677048915212,-1534.6646940124674,-1534.6651877513489,-1534.6673097301807,0.09999399847883182,0.10300487753256507,298.15,100.0,59,4,16.9174,"[16.9174, 41.9369, 67.4845, 83.9329]",0.1901184997987002
B_00388_LB_00385_Cl_00462,388,385,462,0,-1512.510907,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00385_Cl_00462_0000.log,True,ok,,,-1512.66167352,-1512.5812162984598,-1512.57598260639,-1512.5773094505885,-1512.5798289835234,0.08045722154020088,0.08569091360998018,298.15,100.0,53,5,11.2096,"[11.2096, 19.1563, 36.4446, 61.6768, 78.1624]",0.296438500052318
B_00389_LB_00046_Cl_00483,389,46,483,2,-1646.180416,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00046_Cl_00483_0002.log,True,ok,,,-1646.40138254,-1646.2679781086827,-1646.2631605348631,-1646.2640336702739,-1646.2671895842254,0.13340443131743432,0.13822200513687632,298.15,100.0,74,6,14.8853,"[14.8853, 21.5698, 34.7938, 69.9813, 81.002, 92.5885]",0.12137169996276498
B_00389_LB_00070_Cl_00483,389,70,483,0,-2083.514674,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00070_Cl_00483_0000.log,True,ok,,,-2083.73639472,-2083.5917456331954,-2083.5856765122994,-2083.5863321423203,-2083.5912346469827,0.14464908680461583,0.1507182077006324,298.15,100.0,83,9,14.9763,"[14.9763, 28.8641, 32.0895, 43.5278, 60.7786, 69.0501, 78.5384, 85.1378, 90.3592]",0.17652869992889464
B_00389_LB_00072_Cl_00483,389,72,483,3,-2093.575371,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00072_Cl_00483_0003.log,True,ok,,,-2093.97713762,-2093.6762907728394,-2093.6706898166935,-2093.6714264468424,-2093.675899140309,0.30084684716085985,0.3064478033066718,298.15,100.0,128,9,10.8956,"[10.8956, 25.3721, 46.2488, 52.4741, 67.1067, 78.0864, 80.7282, 89.7828, 99.2894]",0.1575233000330627
B_00389_LB_00077_Cl_00483,389,77,483,11,-2102.915799,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00077_Cl_00483_0011.log,True,ok,,,-2103.18582794,-2103.0011193994324,-2102.9951730143134,-2102.995841506102,-2103.0006817449857,0.18470854056737468,0.19065492568627757,298.15,100.0,95,10,11.8007,"[11.8007, 29.8594, 32.582, 50.78, 60.9141, 78.2962, 80.6805, 87.1364, 90.3448, 98.973]",0.16158770001493394
B_00389_LB_00080_Cl_00483,389,80,483,0,-2008.294377,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00080_Cl_00483_0000.log,True,ok,,,-2008.50897633,-2008.3667777339342,-2008.361725174366,-2008.3622355603852,-2008.3664570727315,0.14219859606579827,0.14725115563406732,298.15,100.0,80,9,14.7728,"[14.7728, 31.9031, 41.8777, 55.2995, 71.5949, 77.3156, 80.8791, 93.6156, 99.011]",0.07620919984765351
B_00389_LB_00141_Cl_00480,389,141,480,10,-2093.157229,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00141_Cl_00480_0010.log,True,ok,,,-2093.24793284,-2093.2004318742092,-2093.1952048458293,-2093.196023702803,-2093.1996102400058,0.04750096579057643,0.05272799417077374,298.15,100.0,53,7,20.1234,"[20.1234, 26.1581, 34.7255, 46.2304, 70.2999, 75.5019, 83.9278]",0.04259500000625849
B_00389_LB_00141_Cl_00483,389,141,483,10,-2037.781146,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00141_Cl_00483_0010.log,True,ok,,,-2037.8514094,-2037.8215105434085,-2037.816451171606,-2037.8172459438963,-2037.8207540895269,0.029898856591510953,0.0349582283937641,298.15,100.0,47,7,21.4209,"[21.4209, 25.2898, 36.2364, 50.8835, 67.9488, 78.0781, 84.9063]",0.05428789998404682
B_00389_LB_00141_Cl_00485,389,141,485,0,-2059.780599,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00141_Cl_00485_0000.log,True,ok,,,-2059.88869,-2059.8437277805715,-2059.8379316431724,-2059.839067682354,-2059.8426081657763,0.04496221942890108,0.05075835682786341,298.15,100.0,53,7,11.6057,"[11.6057, 23.8064, 31.1135, 54.4644, 69.2663, 75.1351, 84.5639]",0.09983990015462041
B_00389_LB_00141_Cl_00492,389,141,492,0,-1908.360754,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00141_Cl_00492_0000.log,True,ok,,,-1908.42905941,-1908.3966974491536,-1908.3908042274795,-1908.392103131813,-1908.395312556074,0.03236196084635144,0.03825518252043594,298.15,100.0,44,7,9.3883,"[9.3883, 17.8782, 36.7593, 53.4727, 69.0061, 83.4559, 98.2056]",0.06975489994511008
B_00389_LB_00143_Cl_00475,389,143,475,0,-1315.448618,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00475_0000.log,True,ok,,,-1315.61344962,-1315.5463080045374,-1315.541651819934,-1315.5420370631266,-1315.5458510716487,0.0671416154626212,0.07179780006603245,298.15,100.0,53,8,28.924,"[28.924, 33.0164, 38.9367, 43.5956, 62.4696, 76.6839, 93.2578, 95.2245]",0.199490400031209
B_00389_LB_00143_Cl_00478,389,143,478,12,-1521.027292,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00478_0012.log,True,ok,,,-1521.223929,-1521.1445775620443,-1521.139733136421,-1521.1401089592266,-1521.1441598283818,0.07935143795568286,0.08419586357904016,298.15,100.0,62,8,26.6073,"[26.6073, 29.5902, 35.7135, 45.7679, 69.9347, 73.3008, 88.1324, 97.1259]",0.06665010005235672
B_00389_LB_00143_Cl_00479,389,143,479,10,-2192.180909,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00479_0010.log,True,ok,,,-2192.44531161,-2192.3428433106883,-2192.3362031625174,-2192.337009451253,-2192.342056531044,0.10246829931169396,0.10910844748254563,298.15,100.0,80,10,19.4316,"[19.4316, 20.7336, 36.6159, 42.6414, 51.3535, 58.897, 67.0107, 77.1283, 87.4023, 96.6873]",0.08944609994068742
B_00389_LB_00143_Cl_00480,389,143,480,0,-2071.956291,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00480_0000.log,True,ok,,,-2072.11913956,-2072.0591605759255,-2072.0536894041775,-2072.0541945404284,-2072.058695990907,0.059978984074631786,0.06545015582239967,298.15,100.0,62,9,19.9854,"[19.9854, 29.8804, 35.7638, 49.9634, 58.8969, 70.5704, 78.4201, 87.9129, 94.5361]",0.3513547000475228
B_00389_LB_00143_Cl_00481,389,143,481,11,-1513.940511,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00481_0011.log,True,ok,,,-1514.06559189,-1514.0167500573868,-1514.00983955684,-1514.0110993426063,-1514.0153851644752,0.04884183261303583,0.05575233315991404,298.15,100.0,53,9,8.582,"[8.582, 19.4924, 23.5063, 46.2144, 55.4128, 75.7017, 88.4813, 94.1497, 99.3208]",0.11169590009376407
B_00389_LB_00143_Cl_00485,389,143,485,0,-2038.581325,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00485_0000.log,True,ok,,,-2038.76250014,-2038.7051029978827,-2038.698955445949,-2038.6998087661107,-2038.7042352388694,0.057397142117298905,0.06354469405097005,298.15,100.0,62,9,14.6477,"[14.6477, 25.569, 26.8502, 46.9845, 55.3193, 66.2996, 88.2923, 92.7694, 99.6064]",0.3058295000810176
B_00389_LB_00143_Cl_00490,389,143,490,10,-1375.39256,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00490_0010.log,True,ok,,,-1375.50404546,-1375.4721473157942,-1375.4667288263781,-1375.4675452060053,-1375.471230174996,0.03189814420583807,0.03731663362186066,298.15,100.0,44,8,20.0199,"[20.0199, 20.9135, 30.6763, 52.0833, 60.9612, 82.6269, 93.9811, 97.1688]",0.1303044999949634
B_00389_LB_00143_Cl_00492,389,143,492,12,-1887.159094,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00492_0012.log,True,ok,,,-1887.30142538,-1887.2563033597605,-1887.250193213719,-1887.251139540444,-1887.2552703890346,0.04512202023935265,0.051232166280796354,298.15,100.0,53,8,17.1869,"[17.1869, 21.1669, 25.6794, 47.3092, 56.9459, 75.4282, 85.9082, 90.2394]",0.14217979996465147
B_00389_LB_00143_Cl_00596,389,143,596,3,-1628.244362,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00596_0003.log,True,ok,,,-1628.42029085,-1628.3525007948087,-1628.346503626311,-1628.3474446228802,-1628.351532625148,0.06779005519105023,0.07378722368881052,298.15,100.0,62,8,16.0459,"[16.0459, 22.8237, 25.9447, 48.6838, 57.8054, 77.7565, 85.6778, 93.218]",0.08815980004146695
B_00389_LB_00143_Cl_00618,389,143,618,12,-2808.592436,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00143_Cl_00618_0012.log,True,ok,,,-2808.74753128,-2808.6942751734655,-2808.6886133470384,-2808.6891859781854,-2808.693764938237,0.053256106534577255,0.058917932961774375,298.15,100.0,62,9,18.9121,"[18.9121, 29.4178, 34.4688, 48.3673, 59.9627, 66.2603, 80.9526, 88.1795, 89.685]",0.06270170002244413
B_00389_LB_00160_Cl_00482,389,160,482,12,-2031.93763,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00160_Cl_00482_0012.log,True,ok,,,-2032.3964208,-2032.1240076720708,-2032.1166073697682,-2032.1176899765699,-2032.123020675383,0.27241312792913297,0.279813430231834,298.15,100.0,128,10,11.9577,"[11.9577, 24.4186, 29.1179, 40.4088, 45.9108, 59.6925, 66.7257, 73.0729, 86.3739, 93.4504]",0.16944920015521348
B_00389_LB_00160_Cl_00490,389,160,490,10,-1209.641273,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00160_Cl_00490_0010.log,True,ok,,,-1209.84174623,-1209.7192288319773,-1209.7148328274654,-1209.7155567505124,-1209.7186728191025,0.12251739802262983,0.12691340253435632,298.15,100.0,68,5,21.0138,"[21.0138, 23.3521, 39.1042, 64.0048, 74.6254]",0.1385851998347789
B_00389_LB_00160_Cl_00494,389,160,494,0,-1735.404411,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00160_Cl_00494_0000.log,True,ok,,,-1735.66385899,-1735.4985966941974,-1735.4939321458999,-1735.4944454298302,-1735.4983117930628,0.16526229580264706,0.16992684410028747,298.15,100.0,86,7,20.3019,"[20.3019, 30.9174, 41.6881, 55.059, 64.2831, 79.0584, 93.5668]",0.07676749979145825
B_00389_LB_00176_Cl_00483,389,176,483,1,-1929.346139,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00176_Cl_00483_0001.log,True,ok,,,-1929.64817071,-1929.458159145773,-1929.4521730753313,-1929.453098056374,-1929.4574171988966,0.19001156422707377,0.19599763466865075,298.15,100.0,98,8,14.9324,"[14.9324, 22.4325, 36.9225, 48.4926, 54.8036, 73.151, 78.1438, 89.2218]",0.13657520012930036
B_00389_LB_00177_Cl_00483,389,177,483,1,-1776.807838,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00177_Cl_00483_0001.log,True,ok,,,-1777.0518378,-1776.9008992126323,-1776.894609004995,-1776.8958276483925,-1776.899754239152,0.15093858736757654,0.1572287950050298,298.15,100.0,83,7,11.2106,"[11.2106, 14.005, 39.0925, 47.963, 52.1181, 86.3298, 92.2368]",0.27935230010189116
B_00389_LB_00178_Cl_00483,389,178,483,10,-1878.389018,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00178_Cl_00483_0010.log,True,ok,,,-1878.75983304,-1878.5265581897986,-1878.5216002112,-1878.5222742599942,-1878.5260239375334,0.23327485020151328,0.23823282880014005,298.15,100.0,110,6,17.7887,"[17.7887, 26.9423, 35.9017, 47.9577, 61.2975, 99.5496]",0.39863559999503195
B_00389_LB_00193_Cl_00483,389,193,483,10,-1968.695777,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00193_Cl_00483_0010.log,True,ok,,,-1969.03068438,-1968.814625115272,-1968.8088131027441,-1968.809653003631,-1968.8139926026327,0.21605926472777756,0.22187127725569655,298.15,100.0,107,9,14.6623,"[14.6623, 29.9268, 34.7531, 51.5629, 54.9659, 73.9796, 75.6727, 84.9223, 98.021]",0.17837200011126697
B_00389_LB_00201_Cl_00483,389,201,483,0,-2046.827722,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00201_Cl_00483_0000.log,True,ok,,,-2047.24921803,-2047.0048543820426,-2046.9991037012503,-2046.9997496900553,-2047.0043627956188,0.2443636479574598,0.2501143287498518,298.15,100.0,119,9,22.7708,"[22.7708, 28.7909, 29.6932, 47.3125, 57.6539, 68.2725, 77.414, 80.6934, 94.7146]",0.170888900058344
B_00389_LB_00223_Cl_00483,389,223,483,11,-1837.898609,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00223_Cl_00483_0011.log,True,ok,,,-1838.22311496,-1838.0369502055764,-1838.0317526410875,-1838.0326350668272,-1838.0361373628791,0.1861647544236258,0.1913623189125993,298.15,100.0,95,6,13.4368,"[13.4368, 30.034, 33.5788, 52.4096, 59.585, 92.2091]",0.15343850012868643
B_00389_LB_00237_Cl_00483,389,237,483,1,-1802.214769,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00237_Cl_00483_0001.log,True,ok,,,-1802.55643624,-1802.3319332141018,-1802.3277469020416,-1802.3280674459415,-1802.3316736864153,0.22450302589820947,0.22868933795857327,298.15,100.0,104,7,18.7127,"[18.7127, 28.8648, 45.7792, 65.3415, 82.522, 87.5323, 98.0117]",0.22141429991461337
B_00389_LB_00245_Cl_00483,389,245,483,2,-1758.361814,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00245_Cl_00483_0002.log,True,ok,,,-1758.5847569,-1758.4637190231042,-1758.4591620412357,-1758.4598151201774,-1758.4631279271086,0.12103787689585227,0.1255948587642945,298.15,100.0,74,6,15.0735,"[15.0735, 29.4443, 41.9281, 54.4397, 78.8919, 96.6282]",0.05735429981723428
B_00389_LB_00260_Cl_00483,389,260,483,11,-1857.554329,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00260_Cl_00483_0011.log,True,ok,,,-1857.92079198,-1857.679817861612,-1857.676814141413,-1857.6767188801475,-1857.680263863248,0.2409741183880551,0.24397783858725103,298.15,100.0,110,6,26.8603,"[26.8603, 40.7825, 54.8715, 78.8441, 86.3895, 98.4372]",0.4998576999641955
B_00389_LB_00263_Cl_00483,389,263,483,10,-1876.240335,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00263_Cl_00483_0010.log,True,ok,,,-1876.5654497,-1876.364040245855,-1876.3588665322575,-1876.3595789533526,-1876.3635198607801,0.20140945414509495,0.20658316774255542,298.15,100.0,101,6,20.5287,"[20.5287, 25.5245, 40.0279, 48.3881, 59.1535, 66.3984]",0.22653419990092516
B_00389_LB_00296_Cl_00483,389,296,483,10,-1924.101632,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00296_Cl_00483_0010.log,True,ok,,,-1924.39386325,-1924.250020051001,-1924.2428381993477,-1924.2442892926197,-1924.2487197657997,0.143843198999143,0.15102505065239313,298.15,100.0,89,8,12.1501,"[12.1501, 17.4741, 28.0645, 39.6773, 49.2819, 59.3424, 76.2258, 89.2702]",0.2285058000124991
B_00389_LB_00298_Cl_00483,389,298,483,1,-1739.659898,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00298_Cl_00483_0001.log,True,ok,,,-1739.92267139,-1739.7646672812036,-1739.762671586556,-1739.762327493866,-1739.7652879538155,0.15800410879647286,0.15999980344389286,298.15,100.0,83,5,39.9542,"[39.9542, 56.8417, 73.6251, 75.4845, 93.3991]",0.31574740004725754
B_00389_LB_00301_Cl_00483,389,301,483,13,-1928.886151,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00301_Cl_00483_0013.log,True,ok,,,-1929.26049191,-1929.0176410377562,-1929.0140996245602,-1929.013904427994,-1929.0180870954857,0.24285087224379498,0.24639228543976582,298.15,100.0,113,8,22.375,"[22.375, 40.2564, 52.3322, 65.0788, 84.4475, 92.0509, 96.5517, 98.5635]",0.21270560007542372
B_00389_LB_00307_Cl_00483,389,307,483,2,-1814.658921,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00307_Cl_00483_0002.log,True,ok,,,-1814.93707654,-1814.7894950287196,-1814.785434989613,-1814.785911095626,-1814.7890990660173,0.14758151128028602,0.1516415503870538,298.15,100.0,83,6,18.8702,"[18.8702, 27.8189, 45.6929, 71.3594, 77.243, 99.1329]",0.2612211999949068
B_00389_LB_00308_Cl_00483,389,308,483,1,-1798.640247,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00308_Cl_00483_0001.log,True,ok,,,-1798.9318793,-1798.7711107905727,-1798.7674872115294,-1798.7678550237194,-1798.7709098674882,0.16076850942734539,0.16439208847055087,298.15,100.0,86,5,20.5673,"[20.5673, 31.5555, 57.4703, 65.6152, 85.2051]",0.34115489991381764
B_00389_LB_00323_Cl_00483,389,323,483,23,-1894.297771,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00323_Cl_00483_0023.log,True,ok,,,-1894.55455035,-1894.3922040055659,-1894.3877606280855,-1894.3882181933386,-1894.3918747552439,0.16234634443401735,0.16678972191440977,298.15,100.0,89,7,22.3484,"[22.3484, 31.6101, 40.9408, 55.4182, 63.1921, 89.5254, 95.6931]",0.3157422000076622
B_00389_LB_00324_Cl_00483,389,324,483,10,-1739.689197,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00324_Cl_00483_0010.log,True,ok,,,-1739.94786848,-1739.7931020098465,-1739.7883188894987,-1739.7889132049052,-1739.792571893685,0.15476647015331807,0.1595495905012677,298.15,100.0,83,7,15.443,"[15.443, 32.4823, 42.2805, 60.2794, 67.5475, 73.0244, 95.8656]",0.28605410014279187
B_00389_LB_00328_Cl_00483,389,328,483,10,-1859.582407,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00328_Cl_00483_0010.log,True,ok,,,-1859.74499555,-1859.6606404901775,-1859.6566448561114,-1859.657087630446,-1859.6602678578058,0.08435505982263027,0.08835069388868577,298.15,100.0,65,6,23.2699,"[23.2699, 30.0121, 44.179, 63.4985, 73.2685, 97.5849]",0.32095349999144673
B_00389_LB_00367_Cl_00483,389,367,483,10,-1968.2432,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00367_Cl_00483_0010.log,True,ok,,,-1968.60954453,-1968.4188273216114,-1968.4142217021285,-1968.4146725901385,-1968.4184108450752,0.19071720838850692,0.19532282787136818,298.15,100.0,101,7,24.1428,"[24.1428, 28.0901, 39.3936, 49.7557, 65.3384, 86.4457, 97.2483]",0.46181470016017556
B_00389_LB_00377_Cl_00488,389,377,488,10,-1781.081819,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00389_Nu_00377_Cl_00488_0010.log,True,ok,,,-1781.42999258,-1781.213839430623,-1781.2109752256413,-1781.2108675438449,-1781.2141583676869,0.21615314937707714,0.21901735435871444,298.15,100.0,101,5,34.4692,"[34.4692, 42.4183, 55.3454, 64.1698, 89.9255]",0.27394230011850595
B_00390_LB_00160_Cl_00484,390,160,484,1,-1387.715119,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00160_Cl_00484_0001.log,True,ok,,,-1388.072956,-1387.8463064404127,-1387.839944091698,-1387.8409414808423,-1387.8452945912056,0.2266495595871958,0.2330119083019502,298.15,100.0,104,7,15.3537,"[15.3537, 18.3044, 32.2012, 38.6858, 53.8172, 63.8381, 93.7407]",0.25623479997739196
B_00390_LB_00178_Cl_00484,390,178,484,12,-1415.258619,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00178_Cl_00484_0012.log,True,ok,,,-1415.75403193,-1415.427198222985,-1415.421692851133,-1415.4223186777656,-1415.4267240267468,0.32683370701521175,0.3323390788670382,298.15,100.0,134,8,15.3162,"[15.3162, 33.26, 37.8287, 45.1008, 56.9844, 65.2663, 92.2649, 93.7704]",0.4143904000520706
B_00390_LB_00245_Cl_00484,390,245,484,10,-1295.244379,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00245_Cl_00484_0010.log,True,ok,,,-1295.5980145,-1295.3806104081534,-1295.3767937020577,-1295.3769881404241,-1295.3804663953506,0.21740409184659154,0.2212207979422605,298.15,100.0,98,7,24.6828,"[24.6828, 32.8261, 52.7106, 57.9941, 76.7004, 89.3013, 99.7327]",0.3195786001160741
B_00390_LB_00263_Cl_00484,390,263,484,10,-1413.116371,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00263_Cl_00484_0010.log,True,ok,,,-1413.57395831,-1413.2757797616136,-1413.271729849794,-1413.2718149599386,-1413.2758842196727,0.298178548386384,0.3022284602062628,298.15,100.0,125,8,26.4359,"[26.4359, 37.4855, 47.6886, 49.5755, 71.8062, 88.4341, 91.486, 96.7241]",0.49474200000986457
B_00390_LB_00273_Cl_00484,390,273,484,1,-1366.384475,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00273_Cl_00484_0001.log,True,ok,,,-1366.74229566,-1366.5423881605263,-1366.5372483814513,-1366.5377678235682,-1366.5418886522496,0.19990749947374095,0.20504727854881888,298.15,100.0,98,8,22.0321,"[22.0321, 25.7527, 32.2247, 51.3323, 64.8311, 75.507, 94.0872, 95.5703]",0.29508609999902546
B_00390_LB_00280_Cl_00484,390,280,484,3,-1352.7475,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00280_Cl_00484_0003.log,True,ok,,,-1353.16467553,-1352.9060938656796,-1352.9016391618266,-1352.9019888857072,-1352.9059506755948,0.258581664320483,0.26303636817347453,298.15,100.0,113,8,20.2954,"[20.2954, 33.1418, 40.2795, 58.5402, 71.7886, 86.6296, 89.6833, 96.8495]",0.14860469987615943
B_00390_LB_00291_Cl_00484,390,291,484,11,-1594.948006,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00291_Cl_00484_0011.log,True,ok,,,-1595.20016629,-1595.0403044692068,-1595.0350836523717,-1595.0358636952212,-1595.0395409905695,0.15986182079320527,0.16508263762839093,298.15,100.0,89,7,16.7651,"[16.7651, 25.9738, 29.3744, 54.6436, 62.5037, 88.6904, 98.1833]",0.392275599995628
B_00390_LB_00293_Cl_00484,390,293,484,12,-1426.94791,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00293_Cl_00484_0012.log,True,ok,,,-1427.34758287,-1427.0931794160783,-1427.0867414839609,-1427.0877323692318,-1427.0922802140508,0.25440345392164043,0.2608413860390393,298.15,100.0,113,8,12.0167,"[12.0167, 19.5063, 39.3029, 44.2406, 53.8508, 64.7934, 85.109, 85.7319]",0.20687819994054735
B_00390_LB_00296_Cl_00484,390,296,484,11,-1461.004093,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00296_Cl_00484_0011.log,True,ok,,,-1461.42072414,-1461.1784360233967,-1461.1732576136674,-1461.1737650739544,-1461.1780549822013,0.24228811660336533,0.24746652633250543,298.15,100.0,113,9,17.8037,"[17.8037, 25.5934, 40.7159, 48.8387, 64.4887, 82.7856, 87.2312, 95.3599, 98.5277]",0.4980790000408888
B_00390_LB_00298_Cl_00484,390,298,484,0,-1276.524393,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00298_Cl_00484_0000.log,True,ok,,,-1276.91473178,-1276.6659874445618,-1276.661582527681,-1276.6618912647698,-1276.665732358244,0.24874433543819152,0.2531492523189647,298.15,100.0,107,7,19.1189,"[19.1189, 30.1472, 51.1666, 59.315, 65.4864, 80.0367, 98.6137]",0.18785560014657676
B_00390_LB_00300_Cl_00484,390,300,484,2,-1350.187226,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00300_Cl_00484_0002.log,True,ok,,,-1350.5571298,-1350.3479719372356,-1350.3434356048836,-1350.3438032555066,-1350.3476924771655,0.2091578627644161,0.21369419511645601,298.15,100.0,101,7,18.2636,"[18.2636, 32.2591, 49.7043, 57.7454, 62.2552, 82.2514, 90.6938]",0.4341392000205815
